filepath_original,filepath_quarantine,split,class,reason
data/raw/train/tuberculosis/tuberculosis-1874.jpg,data/quarantine/flagged/train/tuberculosis/tuberculosis-1874.jpg,train,tuberculosis,Filtered: Abnormal Aspect Ratio (1.98)
data/raw/train/tuberculosis/tuberculosis-1431.jpg,data/quarantine/flagged/train/tuberculosis/tuberculosis-1431.jpg,train,tuberculosis,Filtered: X-ray area too small (0.12)
data/raw/train/tuberculosis/tuberculosis-2203.jpg,data/quarantine/flagged/train/tuberculosis/tuberculosis-2203.jpg,train,tuberculosis,Filtered: X-ray area too small (0.12)
data/raw/val/pneumonia/pneumonia-5581.jpg,data/quarantine/flagged/val/pneumonia/pneumonia-5581.jpg,val,pneumonia,Filtered: Abnormal Aspect Ratio (2.13)
data/raw/val/pneumonia/pneumonia-5632.jpg,data/quarantine/flagged/val/pneumonia/pneumonia-5632.jpg,val,pneumonia,Filtered: Abnormal Aspect Ratio (2.09)
data/raw/val/pneumonia/pneumonia-5489.jpg,data/quarantine/flagged/val/pneumonia/pneumonia-5489.jpg,val,pneumonia,Filtered: Abnormal Aspect Ratio (2.13)
data/raw/val/pneumonia/pneumonia-5792.jpg,data/quarantine/flagged/val/pneumonia/pneumonia-5792.jpg,val,pneumonia,Filtered: Abnormal Aspect Ratio (2.54)
data/raw/val/pneumonia/pneumonia-5804.jpg,data/quarantine/flagged/val/pneumonia/pneumonia-5804.jpg,val,pneumonia,Filtered: Abnormal Aspect Ratio (2.05)
data/raw/val/pneumonia/pneumonia-5438.jpg,data/quarantine/flagged/val/pneumonia/pneumonia-5438.jpg,val,pneumonia,Filtered: Abnormal Aspect Ratio (1.97)
data/raw/val/pneumonia/pneumonia-5390.jpg,data/quarantine/flagged/val/pneumonia/pneumonia-5390.jpg,val,pneumonia,Filtered: Abnormal Aspect Ratio (2.08)
data/raw/val/pneumonia/pneumonia-5565.jpg,data/quarantine/flagged/val/pneumonia/pneumonia-5565.jpg,val,pneumonia,Filtered: Abnormal Aspect Ratio (2.53)
data/raw/val/pneumonia/pneumonia-5547.jpg,data/quarantine/flagged/val/pneumonia/pneumonia-5547.jpg,val,pneumonia,Filtered: Abnormal Aspect Ratio (2.08)
data/raw/val/pneumonia/pneumonia-5567.jpg,data/quarantine/flagged/val/pneumonia/pneumonia-5567.jpg,val,pneumonia,Filtered: Abnormal Aspect Ratio (2.26)
data/raw/val/pneumonia/pneumonia-5382.jpg,data/quarantine/flagged/val/pneumonia/pneumonia-5382.jpg,val,pneumonia,Filtered: Abnormal Aspect Ratio (1.98)
data/raw/val/pneumonia/pneumonia-5558.jpg,data/quarantine/flagged/val/pneumonia/pneumonia-5558.jpg,val,pneumonia,Filtered: Abnormal Aspect Ratio (1.96)
data/raw/val/pneumonia/pneumonia-5503.jpg,data/quarantine/flagged/val/pneumonia/pneumonia-5503.jpg,val,pneumonia,Filtered: Abnormal Aspect Ratio (2.00)
data/raw/val/pneumonia/pneumonia-5452.jpg,data/quarantine/flagged/val/pneumonia/pneumonia-5452.jpg,val,pneumonia,Filtered: Abnormal Aspect Ratio (1.99)
data/raw/val/pneumonia/pneumonia-5418.jpg,data/quarantine/flagged/val/pneumonia/pneumonia-5418.jpg,val,pneumonia,Filtered: Abnormal Aspect Ratio (2.03)
data/raw/val/tuberculosis/tuberculosis-10592.jpg,data/quarantine/flagged/val/tuberculosis/tuberculosis-10592.jpg,val,tuberculosis,Filtered: Abnormal Aspect Ratio (2.00)
data/raw/val/tuberculosis/tuberculosis-10275.jpg,data/quarantine/flagged/val/tuberculosis/tuberculosis-10275.jpg,val,tuberculosis,Filtered: X-ray area too small (0.13)
data/raw/test/pneumonia/pneumonia-487.jpg,data/quarantine/flagged/test/pneumonia/pneumonia-487.jpg,test,pneumonia,Filtered: Abnormal Aspect Ratio (2.06)
data/raw/test/pneumonia/pneumonia-88.jpg,data/quarantine/flagged/test/pneumonia/pneumonia-88.jpg,test,pneumonia,Filtered: Abnormal Aspect Ratio (1.98)
data/raw/test/pneumonia/pneumonia-428.jpg,data/quarantine/flagged/test/pneumonia/pneumonia-428.jpg,test,pneumonia,Filtered: Abnormal Aspect Ratio (1.96)
data/raw/test/pneumonia/pneumonia-421.jpg,data/quarantine/flagged/test/pneumonia/pneumonia-421.jpg,test,pneumonia,Filtered: Abnormal Aspect Ratio (2.25)
data/raw/test/pneumonia/pneumonia-132.jpg,data/quarantine/flagged/test/pneumonia/pneumonia-132.jpg,test,pneumonia,Filtered: Abnormal Aspect Ratio (2.12)
data/raw/test/pneumonia/pneumonia-159.jpg,data/quarantine/flagged/test/pneumonia/pneumonia-159.jpg,test,pneumonia,Filtered: Abnormal Aspect Ratio (2.61)
data/raw/test/pneumonia/pneumonia-346.jpg,data/quarantine/flagged/test/pneumonia/pneumonia-346.jpg,test,pneumonia,Filtered: Abnormal Aspect Ratio (2.31)
data/raw/test/pneumonia/pneumonia-22.jpg,data/quarantine/flagged/test/pneumonia/pneumonia-22.jpg,test,pneumonia,Filtered: Abnormal Aspect Ratio (2.53)
data/raw/test/pneumonia/pneumonia-316.jpg,data/quarantine/flagged/test/pneumonia/pneumonia-316.jpg,test,pneumonia,Filtered: Abnormal Aspect Ratio (2.56)
data/raw/test/pneumonia/pneumonia-137.jpg,data/quarantine/flagged/test/pneumonia/pneumonia-137.jpg,test,pneumonia,Filtered: Abnormal Aspect Ratio (2.17)
data/raw/test/pneumonia/pneumonia-351.jpg,data/quarantine/flagged/test/pneumonia/pneumonia-351.jpg,test,pneumonia,Filtered: Abnormal Aspect Ratio (2.25)
data/raw/test/pneumonia/pneumonia-92.jpg,data/quarantine/flagged/test/pneumonia/pneumonia-92.jpg,test,pneumonia,Filtered: Abnormal Aspect Ratio (2.07)
data/raw/test/pneumonia/pneumonia-255.jpg,data/quarantine/flagged/test/pneumonia/pneumonia-255.jpg,test,pneumonia,Filtered: Abnormal Aspect Ratio (2.15)
data/raw/test/pneumonia/pneumonia-473.jpg,data/quarantine/flagged/test/pneumonia/pneumonia-473.jpg,test,pneumonia,Filtered: Abnormal Aspect Ratio (1.97)
data/raw/test/pneumonia/pneumonia-427.jpg,data/quarantine/flagged/test/pneumonia/pneumonia-427.jpg,test,pneumonia,Filtered: Abnormal Aspect Ratio (2.02)
data/raw/test/pneumonia/pneumonia-309.jpg,data/quarantine/flagged/test/pneumonia/pneumonia-309.jpg,test,pneumonia,Filtered: Abnormal Aspect Ratio (2.15)
data/raw/test/tuberculosis/tuberculosis-490.jpg,data/quarantine/flagged/test/tuberculosis/tuberculosis-490.jpg,test,tuberculosis,Filtered: X-ray area too small (0.15)
