filepath_original,filepath_processed,split,class,source_dataset
data/raw/train/pneumonia/pneumonia-1638.jpg,data/processed/train/pneumonia/pneumonia-1638.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1555.jpg,data/processed/train/pneumonia/pneumonia-1555.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3967.jpg,data/processed/train/pneumonia/pneumonia-3967.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4453.jpg,data/processed/train/pneumonia/pneumonia-4453.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2403.jpg,data/processed/train/pneumonia/pneumonia-2403.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1227.jpg,data/processed/train/pneumonia/pneumonia-1227.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4622.jpg,data/processed/train/pneumonia/pneumonia-4622.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2315.jpg,data/processed/train/pneumonia/pneumonia-2315.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3136.jpg,data/processed/train/pneumonia/pneumonia-3136.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1468.jpg,data/processed/train/pneumonia/pneumonia-1468.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3816.jpg,data/processed/train/pneumonia/pneumonia-3816.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4362.jpg,data/processed/train/pneumonia/pneumonia-4362.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3325.jpg,data/processed/train/pneumonia/pneumonia-3325.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2760.jpg,data/processed/train/pneumonia/pneumonia-2760.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1530.jpg,data/processed/train/pneumonia/pneumonia-1530.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3743.jpg,data/processed/train/pneumonia/pneumonia-3743.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3782.jpg,data/processed/train/pneumonia/pneumonia-3782.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3250.jpg,data/processed/train/pneumonia/pneumonia-3250.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2567.jpg,data/processed/train/pneumonia/pneumonia-2567.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1015.jpg,data/processed/train/pneumonia/pneumonia-1015.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3099.jpg,data/processed/train/pneumonia/pneumonia-3099.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4949.jpg,data/processed/train/pneumonia/pneumonia-4949.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2619.jpg,data/processed/train/pneumonia/pneumonia-2619.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-847.jpg,data/processed/train/pneumonia/pneumonia-847.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3800.jpg,data/processed/train/pneumonia/pneumonia-3800.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1477.jpg,data/processed/train/pneumonia/pneumonia-1477.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2284.jpg,data/processed/train/pneumonia/pneumonia-2284.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-918.jpg,data/processed/train/pneumonia/pneumonia-918.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4943.jpg,data/processed/train/pneumonia/pneumonia-4943.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-631.jpg,data/processed/train/pneumonia/pneumonia-631.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1312.jpg,data/processed/train/pneumonia/pneumonia-1312.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4738.jpg,data/processed/train/pneumonia/pneumonia-4738.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3881.jpg,data/processed/train/pneumonia/pneumonia-3881.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2541.jpg,data/processed/train/pneumonia/pneumonia-2541.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1500.jpg,data/processed/train/pneumonia/pneumonia-1500.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-5224.jpg,data/processed/train/pneumonia/pneumonia-5224.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2502.jpg,data/processed/train/pneumonia/pneumonia-2502.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4324.jpg,data/processed/train/pneumonia/pneumonia-4324.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3463.jpg,data/processed/train/pneumonia/pneumonia-3463.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4714.jpg,data/processed/train/pneumonia/pneumonia-4714.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4840.jpg,data/processed/train/pneumonia/pneumonia-4840.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4675.jpg,data/processed/train/pneumonia/pneumonia-4675.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4092.jpg,data/processed/train/pneumonia/pneumonia-4092.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4512.jpg,data/processed/train/pneumonia/pneumonia-4512.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3857.jpg,data/processed/train/pneumonia/pneumonia-3857.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2975.jpg,data/processed/train/pneumonia/pneumonia-2975.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4659.jpg,data/processed/train/pneumonia/pneumonia-4659.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2009.jpg,data/processed/train/pneumonia/pneumonia-2009.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3863.jpg,data/processed/train/pneumonia/pneumonia-3863.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3524.jpg,data/processed/train/pneumonia/pneumonia-3524.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3156.jpg,data/processed/train/pneumonia/pneumonia-3156.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4061.jpg,data/processed/train/pneumonia/pneumonia-4061.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-856.jpg,data/processed/train/pneumonia/pneumonia-856.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3639.jpg,data/processed/train/pneumonia/pneumonia-3639.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4403.jpg,data/processed/train/pneumonia/pneumonia-4403.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1920.jpg,data/processed/train/pneumonia/pneumonia-1920.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2995.jpg,data/processed/train/pneumonia/pneumonia-2995.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3840.jpg,data/processed/train/pneumonia/pneumonia-3840.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4130.jpg,data/processed/train/pneumonia/pneumonia-4130.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1572.jpg,data/processed/train/pneumonia/pneumonia-1572.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2014.jpg,data/processed/train/pneumonia/pneumonia-2014.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-846.jpg,data/processed/train/pneumonia/pneumonia-846.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3968.jpg,data/processed/train/pneumonia/pneumonia-3968.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2331.jpg,data/processed/train/pneumonia/pneumonia-2331.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2503.jpg,data/processed/train/pneumonia/pneumonia-2503.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3361.jpg,data/processed/train/pneumonia/pneumonia-3361.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2555.jpg,data/processed/train/pneumonia/pneumonia-2555.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-644.jpg,data/processed/train/pneumonia/pneumonia-644.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-914.jpg,data/processed/train/pneumonia/pneumonia-914.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4756.jpg,data/processed/train/pneumonia/pneumonia-4756.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-5161.jpg,data/processed/train/pneumonia/pneumonia-5161.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3127.jpg,data/processed/train/pneumonia/pneumonia-3127.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2872.jpg,data/processed/train/pneumonia/pneumonia-2872.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2002.jpg,data/processed/train/pneumonia/pneumonia-2002.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2819.jpg,data/processed/train/pneumonia/pneumonia-2819.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1219.jpg,data/processed/train/pneumonia/pneumonia-1219.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4095.jpg,data/processed/train/pneumonia/pneumonia-4095.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4348.jpg,data/processed/train/pneumonia/pneumonia-4348.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1079.jpg,data/processed/train/pneumonia/pneumonia-1079.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1255.jpg,data/processed/train/pneumonia/pneumonia-1255.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2243.jpg,data/processed/train/pneumonia/pneumonia-2243.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2635.jpg,data/processed/train/pneumonia/pneumonia-2635.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4709.jpg,data/processed/train/pneumonia/pneumonia-4709.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3631.jpg,data/processed/train/pneumonia/pneumonia-3631.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1935.jpg,data/processed/train/pneumonia/pneumonia-1935.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1998.jpg,data/processed/train/pneumonia/pneumonia-1998.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4483.jpg,data/processed/train/pneumonia/pneumonia-4483.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-799.jpg,data/processed/train/pneumonia/pneumonia-799.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3260.jpg,data/processed/train/pneumonia/pneumonia-3260.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4569.jpg,data/processed/train/pneumonia/pneumonia-4569.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3846.jpg,data/processed/train/pneumonia/pneumonia-3846.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3637.jpg,data/processed/train/pneumonia/pneumonia-3637.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-5175.jpg,data/processed/train/pneumonia/pneumonia-5175.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4928.jpg,data/processed/train/pneumonia/pneumonia-4928.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2798.jpg,data/processed/train/pneumonia/pneumonia-2798.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1100.jpg,data/processed/train/pneumonia/pneumonia-1100.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2510.jpg,data/processed/train/pneumonia/pneumonia-2510.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2759.jpg,data/processed/train/pneumonia/pneumonia-2759.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1564.jpg,data/processed/train/pneumonia/pneumonia-1564.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4936.jpg,data/processed/train/pneumonia/pneumonia-4936.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2478.jpg,data/processed/train/pneumonia/pneumonia-2478.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1423.jpg,data/processed/train/pneumonia/pneumonia-1423.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1925.jpg,data/processed/train/pneumonia/pneumonia-1925.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4433.jpg,data/processed/train/pneumonia/pneumonia-4433.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1680.jpg,data/processed/train/pneumonia/pneumonia-1680.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4798.jpg,data/processed/train/pneumonia/pneumonia-4798.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4446.jpg,data/processed/train/pneumonia/pneumonia-4446.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-5210.jpg,data/processed/train/pneumonia/pneumonia-5210.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2289.jpg,data/processed/train/pneumonia/pneumonia-2289.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3259.jpg,data/processed/train/pneumonia/pneumonia-3259.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-835.jpg,data/processed/train/pneumonia/pneumonia-835.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-729.jpg,data/processed/train/pneumonia/pneumonia-729.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1779.jpg,data/processed/train/pneumonia/pneumonia-1779.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1811.jpg,data/processed/train/pneumonia/pneumonia-1811.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1334.jpg,data/processed/train/pneumonia/pneumonia-1334.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2073.jpg,data/processed/train/pneumonia/pneumonia-2073.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2448.jpg,data/processed/train/pneumonia/pneumonia-2448.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1890.jpg,data/processed/train/pneumonia/pneumonia-1890.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4921.jpg,data/processed/train/pneumonia/pneumonia-4921.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1391.jpg,data/processed/train/pneumonia/pneumonia-1391.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2613.jpg,data/processed/train/pneumonia/pneumonia-2613.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3417.jpg,data/processed/train/pneumonia/pneumonia-3417.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4388.jpg,data/processed/train/pneumonia/pneumonia-4388.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2788.jpg,data/processed/train/pneumonia/pneumonia-2788.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2747.jpg,data/processed/train/pneumonia/pneumonia-2747.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4556.jpg,data/processed/train/pneumonia/pneumonia-4556.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4523.jpg,data/processed/train/pneumonia/pneumonia-4523.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-586.jpg,data/processed/train/pneumonia/pneumonia-586.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2662.jpg,data/processed/train/pneumonia/pneumonia-2662.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1585.jpg,data/processed/train/pneumonia/pneumonia-1585.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1270.jpg,data/processed/train/pneumonia/pneumonia-1270.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-597.jpg,data/processed/train/pneumonia/pneumonia-597.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1715.jpg,data/processed/train/pneumonia/pneumonia-1715.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2669.jpg,data/processed/train/pneumonia/pneumonia-2669.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3854.jpg,data/processed/train/pneumonia/pneumonia-3854.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1924.jpg,data/processed/train/pneumonia/pneumonia-1924.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2651.jpg,data/processed/train/pneumonia/pneumonia-2651.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2593.jpg,data/processed/train/pneumonia/pneumonia-2593.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1750.jpg,data/processed/train/pneumonia/pneumonia-1750.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4291.jpg,data/processed/train/pneumonia/pneumonia-4291.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4491.jpg,data/processed/train/pneumonia/pneumonia-4491.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-679.jpg,data/processed/train/pneumonia/pneumonia-679.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4937.jpg,data/processed/train/pneumonia/pneumonia-4937.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2269.jpg,data/processed/train/pneumonia/pneumonia-2269.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3352.jpg,data/processed/train/pneumonia/pneumonia-3352.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3511.jpg,data/processed/train/pneumonia/pneumonia-3511.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3188.jpg,data/processed/train/pneumonia/pneumonia-3188.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2608.jpg,data/processed/train/pneumonia/pneumonia-2608.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1447.jpg,data/processed/train/pneumonia/pneumonia-1447.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2540.jpg,data/processed/train/pneumonia/pneumonia-2540.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4927.jpg,data/processed/train/pneumonia/pneumonia-4927.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1888.jpg,data/processed/train/pneumonia/pneumonia-1888.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1314.jpg,data/processed/train/pneumonia/pneumonia-1314.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1809.jpg,data/processed/train/pneumonia/pneumonia-1809.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3315.jpg,data/processed/train/pneumonia/pneumonia-3315.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1092.jpg,data/processed/train/pneumonia/pneumonia-1092.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4240.jpg,data/processed/train/pneumonia/pneumonia-4240.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3266.jpg,data/processed/train/pneumonia/pneumonia-3266.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1177.jpg,data/processed/train/pneumonia/pneumonia-1177.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3058.jpg,data/processed/train/pneumonia/pneumonia-3058.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1170.jpg,data/processed/train/pneumonia/pneumonia-1170.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3140.jpg,data/processed/train/pneumonia/pneumonia-3140.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4981.jpg,data/processed/train/pneumonia/pneumonia-4981.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4052.jpg,data/processed/train/pneumonia/pneumonia-4052.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-628.jpg,data/processed/train/pneumonia/pneumonia-628.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2121.jpg,data/processed/train/pneumonia/pneumonia-2121.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-999.jpg,data/processed/train/pneumonia/pneumonia-999.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4550.jpg,data/processed/train/pneumonia/pneumonia-4550.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3575.jpg,data/processed/train/pneumonia/pneumonia-3575.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1629.jpg,data/processed/train/pneumonia/pneumonia-1629.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2792.jpg,data/processed/train/pneumonia/pneumonia-2792.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4956.jpg,data/processed/train/pneumonia/pneumonia-4956.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3770.jpg,data/processed/train/pneumonia/pneumonia-3770.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3392.jpg,data/processed/train/pneumonia/pneumonia-3392.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-5190.jpg,data/processed/train/pneumonia/pneumonia-5190.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3143.jpg,data/processed/train/pneumonia/pneumonia-3143.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1600.jpg,data/processed/train/pneumonia/pneumonia-1600.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2052.jpg,data/processed/train/pneumonia/pneumonia-2052.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1486.jpg,data/processed/train/pneumonia/pneumonia-1486.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3161.jpg,data/processed/train/pneumonia/pneumonia-3161.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4503.jpg,data/processed/train/pneumonia/pneumonia-4503.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3233.jpg,data/processed/train/pneumonia/pneumonia-3233.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4086.jpg,data/processed/train/pneumonia/pneumonia-4086.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2141.jpg,data/processed/train/pneumonia/pneumonia-2141.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4858.jpg,data/processed/train/pneumonia/pneumonia-4858.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1981.jpg,data/processed/train/pneumonia/pneumonia-1981.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1045.jpg,data/processed/train/pneumonia/pneumonia-1045.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-5176.jpg,data/processed/train/pneumonia/pneumonia-5176.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1197.jpg,data/processed/train/pneumonia/pneumonia-1197.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1672.jpg,data/processed/train/pneumonia/pneumonia-1672.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1532.jpg,data/processed/train/pneumonia/pneumonia-1532.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2632.jpg,data/processed/train/pneumonia/pneumonia-2632.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2436.jpg,data/processed/train/pneumonia/pneumonia-2436.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-700.jpg,data/processed/train/pneumonia/pneumonia-700.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1384.jpg,data/processed/train/pneumonia/pneumonia-1384.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1230.jpg,data/processed/train/pneumonia/pneumonia-1230.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3791.jpg,data/processed/train/pneumonia/pneumonia-3791.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-5232.jpg,data/processed/train/pneumonia/pneumonia-5232.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1574.jpg,data/processed/train/pneumonia/pneumonia-1574.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1630.jpg,data/processed/train/pneumonia/pneumonia-1630.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3624.jpg,data/processed/train/pneumonia/pneumonia-3624.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3028.jpg,data/processed/train/pneumonia/pneumonia-3028.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4663.jpg,data/processed/train/pneumonia/pneumonia-4663.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1202.jpg,data/processed/train/pneumonia/pneumonia-1202.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3375.jpg,data/processed/train/pneumonia/pneumonia-3375.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-855.jpg,data/processed/train/pneumonia/pneumonia-855.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4613.jpg,data/processed/train/pneumonia/pneumonia-4613.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3686.jpg,data/processed/train/pneumonia/pneumonia-3686.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-5075.jpg,data/processed/train/pneumonia/pneumonia-5075.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4612.jpg,data/processed/train/pneumonia/pneumonia-4612.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-640.jpg,data/processed/train/pneumonia/pneumonia-640.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2347.jpg,data/processed/train/pneumonia/pneumonia-2347.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1054.jpg,data/processed/train/pneumonia/pneumonia-1054.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2006.jpg,data/processed/train/pneumonia/pneumonia-2006.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1020.jpg,data/processed/train/pneumonia/pneumonia-1020.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4830.jpg,data/processed/train/pneumonia/pneumonia-4830.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2156.jpg,data/processed/train/pneumonia/pneumonia-2156.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1272.jpg,data/processed/train/pneumonia/pneumonia-1272.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1185.jpg,data/processed/train/pneumonia/pneumonia-1185.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2082.jpg,data/processed/train/pneumonia/pneumonia-2082.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1666.jpg,data/processed/train/pneumonia/pneumonia-1666.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-4013.jpg,data/processed/train/pneumonia/pneumonia-4013.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-2545.jpg,data/processed/train/pneumonia/pneumonia-2545.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1399.jpg,data/processed/train/pneumonia/pneumonia-1399.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-1583.jpg,data/processed/train/pneumonia/pneumonia-1583.png,train,pneumonia,unknown
data/raw/train/pneumonia/pneumonia-3247.jpg,data/processed/train/pneumonia/pneumonia-3247.png,train,pneumonia,unknown
